pH,Antibiotic,Concentration,Timepoint,OD,DateExptStarted,Strain,Measured pH
Basic,Meropenem,128,24,0.318,Rep2,CV2008,
Basic,Meropenem,128,24,0.34,Rep2,CV2008,
Basic,Meropenem,256,24,0.419,Rep2,CV2008,
Basic,Meropenem,256,24,0.402,Rep2,CV2008,
Basic,Meropenem,256,24,0.405,Rep2,CV2008,
Acidic,Meropenem,0,24,0.8,Rep1,CV2008,
Acidic,Meropenem,0,24,0.785,Rep1,CV2008,
Acidic,Meropenem,0,24,0.784,Rep1,CV2008,
Acidic,Meropenem,64,24,0.267,Rep1,CV2008,
Acidic,Meropenem,64,24,0.307,Rep1,CV2008,
Acidic,Meropenem,64,24,0.29,Rep1,CV2008,
Acidic,Meropenem,128,24,0.219,Rep1,CV2008,
Acidic,Meropenem,128,24,0.215,Rep1,CV2008,
Acidic,Meropenem,128,24,0.255,Rep1,CV2008,
Acidic,Meropenem,256,24,0.232,Rep1,CV2008,
Acidic,Meropenem,256,24,0.232,Rep1,CV2008,
Acidic,Meropenem,256,24,0.255,Rep1,CV2008,
Neutral,Meropenem,0,24,0.967,Rep1,CV2008,
Neutral,Meropenem,0,24,0.985,Rep1,CV2008,
Neutral,Meropenem,0,24,1.001,Rep1,CV2008,
Neutral,Meropenem,64,24,0.908,Rep1,CV2008,
Neutral,Meropenem,64,24,0.949,Rep1,CV2008,
Neutral,Meropenem,64,24,0.961,Rep1,CV2008,
Neutral,Meropenem,128,24,0.679,Rep1,CV2008,
Neutral,Meropenem,128,24,0.718,Rep1,CV2008,
Neutral,Meropenem,128,24,0.731,Rep1,CV2008,
Neutral,Meropenem,256,24,0.31,Rep1,CV2008,
Neutral,Meropenem,256,24,0.297,Rep1,CV2008,
Neutral,Meropenem,256,24,0.318,Rep1,CV2008,
Basic,Meropenem,0,24,0.854,Rep1,CV2008,
Basic,Meropenem,0,24,0.849,Rep1,CV2008,
Basic,Meropenem,0,24,0.875,Rep1,CV2008,
Basic,Meropenem,64,24,0.717,Rep1,CV2008,
Basic,Meropenem,64,24,0.751,Rep1,CV2008,
Basic,Meropenem,64,24,0.751,Rep1,CV2008,
Basic,Meropenem,128,24,0.341,Rep1,CV2008,
Basic,Meropenem,128,24,0.359,Rep1,CV2008,
Basic,Meropenem,128,24,0.395,Rep1,CV2008,
Basic,Meropenem,256,24,0.378,Rep1,CV2008,
Basic,Meropenem,256,24,0.372,Rep1,CV2008,
Basic,Meropenem,256,24,0.426,Rep1,CV2008,
Acidic,Meropenem,0,0,0.152,Rep2,CV2008,
Acidic,Meropenem,0,0,0.151,Rep2,CV2008,
Acidic,Meropenem,0,0,0.15,Rep2,CV2008,
Acidic,Meropenem,64,0,0.152,Rep2,CV2008,
Acidic,Meropenem,64,0,0.152,Rep2,CV2008,
Acidic,Meropenem,64,0,0.152,Rep2,CV2008,
Acidic,Meropenem,128,0,0.153,Rep2,CV2008,
Acidic,Meropenem,128,0,0.153,Rep2,CV2008,
Acidic,Meropenem,128,0,0.15,Rep2,CV2008,
Acidic,Meropenem,256,0,0.153,Rep2,CV2008,
Acidic,Meropenem,256,0,0.152,Rep2,CV2008,
Acidic,Meropenem,256,0,0.151,Rep2,CV2008,
Neutral,Meropenem,0,0,0.161,Rep2,CV2008,
Neutral,Meropenem,0,0,0.159,Rep2,CV2008,
Neutral,Meropenem,0,0,0.159,Rep2,CV2008,
Neutral,Meropenem,64,0,0.162,Rep2,CV2008,
Neutral,Meropenem,64,0,0.164,Rep2,CV2008,
Neutral,Meropenem,64,0,0.165,Rep2,CV2008,
Neutral,Meropenem,128,0,0.163,Rep2,CV2008,
Neutral,Meropenem,128,0,0.164,Rep2,CV2008,
Neutral,Meropenem,128,0,0.163,Rep2,CV2008,
Neutral,Meropenem,256,0,0.162,Rep2,CV2008,
Neutral,Meropenem,256,0,0.165,Rep2,CV2008,
Neutral,Meropenem,256,0,0.162,Rep2,CV2008,
Basic,Meropenem,0,0,0.155,Rep2,CV2008,
Basic,Meropenem,0,0,0.156,Rep2,CV2008,
Basic,Meropenem,0,0,0.155,Rep2,CV2008,
Basic,Meropenem,64,0,0.159,Rep2,CV2008,
Basic,Meropenem,64,0,0.159,Rep2,CV2008,
Basic,Meropenem,64,0,0.157,Rep2,CV2008,
Basic,Meropenem,128,0,0.16,Rep2,CV2008,
Basic,Meropenem,128,0,0.158,Rep2,CV2008,
Basic,Meropenem,128,0,0.156,Rep2,CV2008,
Basic,Meropenem,256,0,0.16,Rep2,CV2008,
Basic,Meropenem,256,0,0.16,Rep2,CV2008,
Basic,Meropenem,256,0,0.159,Rep2,CV2008,
Acidic,Gentamicin,0,48,1.443,Rep1,CV2008,
Acidic,Gentamicin,0,48,1.433,Rep1,CV2008,
Acidic,Gentamicin,0,48,1.422,Rep1,CV2008,
Acidic,Gentamicin,200,48,1.383,Rep1,CV2008,
Acidic,Gentamicin,200,48,1.384,Rep1,CV2008,
Acidic,Gentamicin,200,48,1.346,Rep1,CV2008,
Acidic,Gentamicin,400,48,1.307,Rep1,CV2008,
Acidic,Gentamicin,400,48,1.306,Rep1,CV2008,
Acidic,Gentamicin,400,48,1.317,Rep1,CV2008,
Acidic,Gentamicin,800,48,1.25,Rep1,CV2008,
Acidic,Gentamicin,800,48,1.277,Rep1,CV2008,
Acidic,Gentamicin,800,48,1.258,Rep1,CV2008,
Neutral,Gentamicin,0,48,1.524,Rep1,CV2008,
Neutral,Gentamicin,0,48,1.547,Rep1,CV2008,
Neutral,Gentamicin,0,48,1.544,Rep1,CV2008,
Neutral,Gentamicin,200,48,1.343,Rep1,CV2008,
Neutral,Gentamicin,200,48,1.317,Rep1,CV2008,
Neutral,Gentamicin,200,48,1.424,Rep1,CV2008,
Neutral,Gentamicin,400,48,1.334,Rep1,CV2008,
Neutral,Gentamicin,400,48,1.225,Rep1,CV2008,
Neutral,Gentamicin,400,48,1.257,Rep1,CV2008,
Neutral,Gentamicin,800,48,1.231,Rep1,CV2008,
Neutral,Gentamicin,800,48,1.188,Rep1,CV2008,
Neutral,Gentamicin,800,48,1.206,Rep1,CV2008,
Basic,Gentamicin,0,48,1.464,Rep1,CV2008,
Basic,Gentamicin,0,48,1.416,Rep1,CV2008,
Basic,Gentamicin,0,48,1.367,Rep1,CV2008,
Basic,Gentamicin,200,48,1.226,Rep1,CV2008,
Basic,Gentamicin,200,48,1.215,Rep1,CV2008,
Basic,Gentamicin,200,48,1.178,Rep1,CV2008,
Basic,Gentamicin,400,48,0.995,Rep1,CV2008,
Basic,Gentamicin,400,48,1.091,Rep1,CV2008,
Basic,Gentamicin,400,48,1.076,Rep1,CV2008,
Basic,Gentamicin,800,48,0.931,Rep1,CV2008,
Basic,Gentamicin,800,48,0.902,Rep1,CV2008,
Basic,Gentamicin,800,48,0.915,Rep1,CV2008,
Acidic,Gentamicin,0,24,0.88,Rep2,CV2008,
Acidic,Gentamicin,0,24,0.87,Rep2,CV2008,
Acidic,Gentamicin,0,24,0.863,Rep2,CV2008,
Acidic,Gentamicin,200,24,0.797,Rep2,CV2008,
Acidic,Gentamicin,200,24,0.812,Rep2,CV2008,
Acidic,Gentamicin,200,24,0.791,Rep2,CV2008,
Acidic,Gentamicin,400,24,0.77,Rep2,CV2008,
Acidic,Gentamicin,400,24,0.702,Rep2,CV2008,
Acidic,Gentamicin,400,24,0.743,Rep2,CV2008,
Acidic,Gentamicin,800,24,0.72,Rep2,CV2008,
Acidic,Gentamicin,800,24,0.719,Rep2,CV2008,
Acidic,Gentamicin,800,24,0.719,Rep2,CV2008,
Neutral,Gentamicin,0,24,0.904,Rep2,CV2008,
Neutral,Gentamicin,0,24,0.898,Rep2,CV2008,
Neutral,Gentamicin,0,24,0.907,Rep2,CV2008,
Neutral,Gentamicin,200,24,0.885,Rep2,CV2008,
Neutral,Gentamicin,200,24,0.875,Rep2,CV2008,
Neutral,Gentamicin,200,24,0.88,Rep2,CV2008,
Neutral,Gentamicin,400,24,0.861,Rep2,CV2008,
Neutral,Gentamicin,400,24,0.858,Rep2,CV2008,
Neutral,Gentamicin,400,24,0.838,Rep2,CV2008,
Neutral,Gentamicin,800,24,0.871,Rep2,CV2008,
Neutral,Gentamicin,800,24,0.818,Rep2,CV2008,
Neutral,Gentamicin,800,24,0.837,Rep2,CV2008,
Basic,Gentamicin,0,24,0.785,Rep2,CV2008,
Basic,Gentamicin,0,24,0.767,Rep2,CV2008,
Basic,Gentamicin,0,24,0.753,Rep2,CV2008,
Basic,Gentamicin,200,24,0.693,Rep2,CV2008,
Basic,Gentamicin,200,24,0.684,Rep2,CV2008,
Basic,Gentamicin,200,24,0.69,Rep2,CV2008,
Basic,Gentamicin,400,24,0.653,Rep2,CV2008,
Basic,Gentamicin,400,24,0.648,Rep2,CV2008,
Basic,Gentamicin,400,24,0.648,Rep2,CV2008,
Basic,Gentamicin,800,24,0.707,Rep2,CV2008,
Basic,Gentamicin,800,24,0.697,Rep2,CV2008,
Basic,Gentamicin,800,24,0.701,Rep2,CV2008,
Acidic,Gentamicin,0,24,0.774,Rep1,CV2008,
Acidic,Gentamicin,0,24,0.793,Rep1,CV2008,
Acidic,Gentamicin,0,24,0.789,Rep1,CV2008,
Acidic,Gentamicin,200,24,0.671,Rep1,CV2008,
Acidic,Gentamicin,200,24,0.693,Rep1,CV2008,
Acidic,Gentamicin,200,24,0.699,Rep1,CV2008,
Acidic,Gentamicin,400,24,0.64,Rep1,CV2008,
Acidic,Gentamicin,400,24,0.649,Rep1,CV2008,
Acidic,Gentamicin,400,24,0.661,Rep1,CV2008,
Acidic,Gentamicin,800,24,0.601,Rep1,CV2008,
Acidic,Gentamicin,800,24,0.621,Rep1,CV2008,
Acidic,Gentamicin,800,24,0.608,Rep1,CV2008,
Neutral,Gentamicin,0,24,0.861,Rep1,CV2008,
Neutral,Gentamicin,0,24,0.89,Rep1,CV2008,
Neutral,Gentamicin,0,24,0.86,Rep1,CV2008,
Neutral,Gentamicin,200,24,0.835,Rep1,CV2008,
Neutral,Gentamicin,200,24,0.849,Rep1,CV2008,
Neutral,Gentamicin,200,24,0.837,Rep1,CV2008,
Neutral,Gentamicin,400,24,0.841,Rep1,CV2008,
Neutral,Gentamicin,400,24,0.824,Rep1,CV2008,
Neutral,Gentamicin,400,24,0.826,Rep1,CV2008,
Neutral,Gentamicin,800,24,0.835,Rep1,CV2008,
Neutral,Gentamicin,800,24,0.801,Rep1,CV2008,
Neutral,Gentamicin,800,24,0.807,Rep1,CV2008,
Basic,Gentamicin,0,24,0.767,Rep1,CV2008,
Basic,Gentamicin,0,24,0.726,Rep1,CV2008,
Basic,Gentamicin,0,24,0.741,Rep1,CV2008,
Basic,Gentamicin,200,24,0.717,Rep1,CV2008,
Basic,Gentamicin,200,24,0.705,Rep1,CV2008,
Basic,Gentamicin,200,24,0.72,Rep1,CV2008,
Basic,Gentamicin,400,24,0.647,Rep1,CV2008,
Basic,Gentamicin,400,24,0.644,Rep1,CV2008,
Basic,Gentamicin,400,24,0.656,Rep1,CV2008,
Basic,Gentamicin,800,24,0.722,Rep1,CV2008,
Basic,Gentamicin,800,24,0.721,Rep1,CV2008,
Basic,Gentamicin,800,24,0.739,Rep1,CV2008,
Acidic,Gentamicin,0,0,0.138,Rep2,CV2008,
Acidic,Gentamicin,0,0,0.137,Rep2,CV2008,
Acidic,Gentamicin,0,0,0.136,Rep2,CV2008,
Acidic,Gentamicin,200,0,0.137,Rep2,CV2008,
Acidic,Gentamicin,200,0,0.139,Rep2,CV2008,
Acidic,Gentamicin,200,0,0.139,Rep2,CV2008,
Acidic,Gentamicin,400,0,0.139,Rep2,CV2008,
Acidic,Gentamicin,400,0,0.138,Rep2,CV2008,
Acidic,Gentamicin,400,0,0.138,Rep2,CV2008,
Acidic,Gentamicin,800,0,0.136,Rep2,CV2008,
Acidic,Gentamicin,800,0,0.138,Rep2,CV2008,
Acidic,Gentamicin,800,0,0.137,Rep2,CV2008,
Neutral,Gentamicin,0,0,0.134,Rep2,CV2008,
Neutral,Gentamicin,0,0,0.135,Rep2,CV2008,
Neutral,Gentamicin,0,0,0.136,Rep2,CV2008,
Neutral,Gentamicin,200,0,0.135,Rep2,CV2008,
Neutral,Gentamicin,200,0,0.136,Rep2,CV2008,
Neutral,Gentamicin,200,0,0.134,Rep2,CV2008,
Neutral,Gentamicin,400,0,0.134,Rep2,CV2008,
Neutral,Gentamicin,400,0,0.136,Rep2,CV2008,
Neutral,Gentamicin,400,0,0.135,Rep2,CV2008,
Neutral,Gentamicin,800,0,0.134,Rep2,CV2008,
Neutral,Gentamicin,800,0,0.133,Rep2,CV2008,
Neutral,Gentamicin,800,0,0.132,Rep2,CV2008,
Basic,Gentamicin,0,0,0.134,Rep2,CV2008,
Basic,Gentamicin,0,0,0.134,Rep2,CV2008,
Basic,Gentamicin,0,0,0.133,Rep2,CV2008,
Basic,Gentamicin,200,0,0.135,Rep2,CV2008,
Basic,Gentamicin,200,0,0.134,Rep2,CV2008,
Basic,Gentamicin,200,0,0.137,Rep2,CV2008,
Basic,Gentamicin,400,0,0.135,Rep2,CV2008,
Basic,Gentamicin,400,0,0.134,Rep2,CV2008,
Basic,Gentamicin,400,0,0.134,Rep2,CV2008,
Basic,Gentamicin,800,0,0.135,Rep2,CV2008,
Basic,Gentamicin,800,0,0.134,Rep2,CV2008,
Basic,Gentamicin,800,0,0.135,Rep2,CV2008,
Acidic,Gentamicin,0,0,0.172,Rep1,CV2008,
Acidic,Gentamicin,0,0,0.158,Rep1,CV2008,
Acidic,Gentamicin,0,0,0.164,Rep1,CV2008,
Acidic,Gentamicin,200,0,0.16,Rep1,CV2008,
Acidic,Gentamicin,200,0,0.16,Rep1,CV2008,
Acidic,Gentamicin,200,0,0.158,Rep1,CV2008,
Acidic,Gentamicin,400,0,0.159,Rep1,CV2008,
Acidic,Gentamicin,400,0,0.159,Rep1,CV2008,
Acidic,Gentamicin,400,0,0.159,Rep1,CV2008,
Acidic,Gentamicin,800,0,0.16,Rep1,CV2008,
Acidic,Gentamicin,800,0,0.161,Rep1,CV2008,
Acidic,Gentamicin,800,0,0.159,Rep1,CV2008,
Neutral,Gentamicin,0,0,0.162,Rep1,CV2008,
Neutral,Gentamicin,0,0,0.163,Rep1,CV2008,
Neutral,Gentamicin,0,0,0.162,Rep1,CV2008,
Neutral,Gentamicin,200,0,0.162,Rep1,CV2008,
Neutral,Gentamicin,200,0,0.163,Rep1,CV2008,
Neutral,Gentamicin,200,0,0.164,Rep1,CV2008,
Neutral,Gentamicin,400,0,0.163,Rep1,CV2008,
Neutral,Gentamicin,400,0,0.166,Rep1,CV2008,
Neutral,Gentamicin,400,0,0.163,Rep1,CV2008,
Neutral,Gentamicin,800,0,0.175,Rep1,CV2008,
Neutral,Gentamicin,800,0,0.167,Rep1,CV2008,
Neutral,Gentamicin,800,0,0.166,Rep1,CV2008,
Basic,Gentamicin,0,0,0.166,Rep1,CV2008,
Basic,Gentamicin,0,0,0.171,Rep1,CV2008,
Basic,Gentamicin,0,0,0.167,Rep1,CV2008,
Basic,Gentamicin,200,0,0.165,Rep1,CV2008,
Basic,Gentamicin,200,0,0.165,Rep1,CV2008,
Basic,Gentamicin,200,0,0.164,Rep1,CV2008,
Basic,Gentamicin,400,0,0.165,Rep1,CV2008,
Basic,Gentamicin,400,0,0.166,Rep1,CV2008,
Basic,Gentamicin,400,0,0.165,Rep1,CV2008,
Basic,Gentamicin,800,0,0.164,Rep1,CV2008,
Basic,Gentamicin,800,0,0.163,Rep1,CV2008,
Basic,Gentamicin,800,0,0.163,Rep1,CV2008,
Acidic,Tobramycin,0,24,0.788,3,ZC2005,
Acidic,Tobramycin,0,24,0.829,3,ZC2005,
Acidic,Tobramycin,0,24,0.857,3,ZC2005,
Acidic,Tobramycin,16,24,0.608,3,ZC2005,
Acidic,Tobramycin,16,24,0.598,3,ZC2005,
Acidic,Tobramycin,16,24,0.615,3,ZC2005,
Acidic,Tobramycin,32,24,0.542,3,ZC2005,
Acidic,Tobramycin,32,24,0.59,3,ZC2005,
Acidic,Tobramycin,32,24,0.613,3,ZC2005,
Acidic,Tobramycin,64,24,0.577,3,ZC2005,
Acidic,Tobramycin,64,24,0.7,3,ZC2005,
Acidic,Tobramycin,64,24,0.648,3,ZC2005,
Neutral,Tobramycin,0,24,1.091,3,ZC2005,
Neutral,Tobramycin,0,24,0.941,3,ZC2005,
Neutral,Tobramycin,0,24,0.847,3,ZC2005,
Neutral,Tobramycin,16,24,0.987,3,ZC2005,
Neutral,Tobramycin,16,24,0.894,3,ZC2005,
Neutral,Tobramycin,16,24,0.961,3,ZC2005,
Neutral,Tobramycin,32,24,1.002,3,ZC2005,
Neutral,Tobramycin,32,24,0.834,3,ZC2005,
Neutral,Tobramycin,32,24,0.891,3,ZC2005,
Neutral,Tobramycin,64,24,0.897,3,ZC2005,
Neutral,Tobramycin,64,24,0.758,3,ZC2005,
Neutral,Tobramycin,64,24,0.978,3,ZC2005,
Basic,Tobramycin,0,24,0.777,3,ZC2005,
Basic,Tobramycin,0,24,0.86,3,ZC2005,
Basic,Tobramycin,0,24,0.755,3,ZC2005,
Basic,Tobramycin,16,24,0.822,3,ZC2005,
Basic,Tobramycin,16,24,1.219,3,ZC2005,
Basic,Tobramycin,16,24,1.233,3,ZC2005,
Basic,Tobramycin,32,24,1.03,3,ZC2005,
Basic,Tobramycin,32,24,1.081,3,ZC2005,
Basic,Tobramycin,32,24,0.864,3,ZC2005,
Basic,Tobramycin,64,24,1.004,3,ZC2005,
Basic,Tobramycin,64,24,1.037,3,ZC2005,
Basic,Tobramycin,64,24,1.015,3,ZC2005,
Acidic,Tobramycin,0,48,1.432,3,ZC2005,
Acidic,Tobramycin,0,48,1.431,3,ZC2005,
Acidic,Tobramycin,0,48,1.417,3,ZC2005,
Acidic,Tobramycin,16,48,1.272,3,ZC2005,
Acidic,Tobramycin,16,48,1.298,3,ZC2005,
Acidic,Tobramycin,16,48,1.315,3,ZC2005,
Acidic,Tobramycin,32,48,1.076,3,ZC2005,
Acidic,Tobramycin,32,48,1.076,3,ZC2005,
Acidic,Tobramycin,32,48,1.161,3,ZC2005,
Acidic,Tobramycin,64,48,0.988,3,ZC2005,
Acidic,Tobramycin,64,48,1.011,3,ZC2005,
Acidic,Tobramycin,64,48,0.953,3,ZC2005,
Neutral,Tobramycin,0,48,1.206,3,ZC2005,
Neutral,Tobramycin,0,48,1.136,3,ZC2005,
Neutral,Tobramycin,0,48,1.177,3,ZC2005,
Neutral,Tobramycin,16,48,1.135,3,ZC2005,
Neutral,Tobramycin,16,48,1.35,3,ZC2005,
Neutral,Tobramycin,16,48,1.236,3,ZC2005,
Neutral,Tobramycin,32,48,1.355,3,ZC2005,
Neutral,Tobramycin,32,48,1.497,3,ZC2005,
Neutral,Tobramycin,32,48,1.316,3,ZC2005,
Neutral,Tobramycin,64,48,1.381,3,ZC2005,
Neutral,Tobramycin,64,48,1.299,3,ZC2005,
Neutral,Tobramycin,64,48,1.273,3,ZC2005,
Basic,Tobramycin,0,48,1.391,3,ZC2005,
Basic,Tobramycin,0,48,1.473,3,ZC2005,
Basic,Tobramycin,0,48,1.316,3,ZC2005,
Basic,Tobramycin,16,48,1.177,3,ZC2005,
Basic,Tobramycin,16,48,1.396,3,ZC2005,
Basic,Tobramycin,16,48,1.366,3,ZC2005,
Basic,Tobramycin,32,48,1.375,3,ZC2005,
Basic,Tobramycin,32,48,1.379,3,ZC2005,
Basic,Tobramycin,32,48,1.31,3,ZC2005,
Basic,Tobramycin,64,48,1.411,3,ZC2005,
Basic,Tobramycin,64,48,0.811,3,ZC2005,
Basic,Tobramycin,64,48,0.961,3,ZC2005,
Acidic,Gentamicin,0,48,1.3506,3,ZC2006,
Acidic,Gentamicin,0,48,1.3233,3,ZC2006,
Acidic,Gentamicin,0,48,1.3994,3,ZC2006,
Acidic,Gentamicin,200,48,1.3096,3,ZC2006,
Acidic,Gentamicin,200,48,1.2968,3,ZC2006,
Acidic,Gentamicin,200,48,1.3077,3,ZC2006,
Acidic,Gentamicin,400,48,1.3241,3,ZC2006,
Acidic,Gentamicin,400,48,1.2712,3,ZC2006,
Acidic,Gentamicin,400,48,1.2899,3,ZC2006,
Acidic,Gentamicin,800,48,1.197,3,ZC2006,
Acidic,Gentamicin,800,48,1.2146,3,ZC2006,
Acidic,Gentamicin,800,48,1.2483,3,ZC2006,
Neutral,Gentamicin,0,48,1.4339,3,ZC2006,
Neutral,Gentamicin,0,48,1.4564,3,ZC2006,
Neutral,Gentamicin,0,48,1.4695,3,ZC2006,
Neutral,Gentamicin,200,48,1.3834,3,ZC2006,
Neutral,Gentamicin,200,48,1.3636,3,ZC2006,
Neutral,Gentamicin,200,48,1.3859,3,ZC2006,
Neutral,Gentamicin,400,48,1.3521,3,ZC2006,
Neutral,Gentamicin,400,48,1.3561,3,ZC2006,
Neutral,Gentamicin,400,48,1.3724,3,ZC2006,
Neutral,Gentamicin,800,48,1.3368,3,ZC2006,
Neutral,Gentamicin,800,48,1.3538,3,ZC2006,
Neutral,Gentamicin,800,48,1.3502,3,ZC2006,
Basic,Gentamicin,0,48,1.3288,3,ZC2006,
Basic,Gentamicin,0,48,1.3423,3,ZC2006,
Basic,Gentamicin,0,48,1.3073,3,ZC2006,
Basic,Gentamicin,200,48,1.204,3,ZC2006,
Basic,Gentamicin,200,48,1.2483,3,ZC2006,
Basic,Gentamicin,200,48,1.218,3,ZC2006,
Basic,Gentamicin,400,48,1.1477,3,ZC2006,
Basic,Gentamicin,400,48,1.1798,3,ZC2006,
Basic,Gentamicin,400,48,1.1496,3,ZC2006,
Basic,Gentamicin,800,48,0.9747,3,ZC2006,
Basic,Gentamicin,800,48,0.9569,3,ZC2006,
Basic,Gentamicin,800,48,0.965,3,ZC2006,
Acidic,Gentamicin,0,24,0.7496,3,ZC2006,
Acidic,Gentamicin,0,24,0.731,3,ZC2006,
Acidic,Gentamicin,0,24,0.7947,3,ZC2006,
Acidic,Gentamicin,200,24,0.8631,3,ZC2006,
Acidic,Gentamicin,200,24,0.8353,3,ZC2006,
Acidic,Gentamicin,200,24,0.8474,3,ZC2006,
Acidic,Gentamicin,400,24,0.8788,3,ZC2006,
Acidic,Gentamicin,400,24,0.8316,3,ZC2006,
Acidic,Gentamicin,400,24,0.8237,3,ZC2006,
Acidic,Gentamicin,800,24,0.7653,3,ZC2006,
Acidic,Gentamicin,800,24,0.7595,3,ZC2006,
Acidic,Gentamicin,800,24,0.7752,3,ZC2006,
Neutral,Gentamicin,0,24,1.1154,3,ZC2006,
Neutral,Gentamicin,0,24,1.1132,3,ZC2006,
Neutral,Gentamicin,0,24,1.1416,3,ZC2006,
Neutral,Gentamicin,200,24,1.0768,3,ZC2006,
Neutral,Gentamicin,200,24,1.078,3,ZC2006,
Neutral,Gentamicin,200,24,1.1128,3,ZC2006,
Neutral,Gentamicin,400,24,1.0868,3,ZC2006,
Neutral,Gentamicin,400,24,1.0883,3,ZC2006,
Neutral,Gentamicin,400,24,1.0822,3,ZC2006,
Neutral,Gentamicin,800,24,1.059,3,ZC2006,
Neutral,Gentamicin,800,24,1.0641,3,ZC2006,
Neutral,Gentamicin,800,24,1.0794,3,ZC2006,
Basic,Gentamicin,0,24,0.9845,3,ZC2006,
Basic,Gentamicin,0,24,0.977,3,ZC2006,
Basic,Gentamicin,0,24,0.9589,3,ZC2006,
Basic,Gentamicin,200,24,0.8654,3,ZC2006,
Basic,Gentamicin,200,24,0.8875,3,ZC2006,
Basic,Gentamicin,200,24,0.8643,3,ZC2006,
Basic,Gentamicin,400,24,0.803,3,ZC2006,
Basic,Gentamicin,400,24,0.8198,3,ZC2006,
Basic,Gentamicin,400,24,0.7994,3,ZC2006,
Basic,Gentamicin,800,24,0.6326,3,ZC2006,
Basic,Gentamicin,800,24,0.6238,3,ZC2006,
Basic,Gentamicin,800,24,0.6273,3,ZC2006,
